age,education,black,hispanic,married,nodegree,re74,re75,treat,re78
30,12,0,0,1,0,20180.45,15754.84,0,33987.71
42,12,0,0,1,0,20180.45,17455.64,0,0
24,12,0,0,1,0,20180.45,19693.55,0,29554.53
40,12,0,0,1,0,20180.45,19693.55,0,17732.72
25,17,0,0,1,0,20180.45,21036.29,0,22904.76
27,17,0,0,1,0,20180.45,21578.76,0,28520.12
24,16,0,0,1,0,20200.04,17903.23,0,42854.07
25,16,1,0,0,0,20233.35,19335.48,0,23052.54
53,16,0,0,1,0,20343.07,20112.48,0,19930.10
28,12,0,0,1,0,20376.38,17903.23,0,32509.98
20,12,0,0,1,0,20376.38,18655.16,0,16993.86
26,12,0,0,1,0,20376.38,20946.77,0,22165.90
33,12,0,0,1,0,20503.73,21483.87,0,20688.17
24,14,0,0,0,0,20572.30,11637.10,0,12412.90
38,12,1,0,0,0,20572.30,14322.58,0,16254.99
27,12,0,0,1,0,20572.30,17545.16,0,24530.26
27,16,0,0,1,0,20572.30,18619.36,0,88663.59
31,13,0,0,1,0,20572.30,18798.39,0,29554.53
26,15,0,0,1,0,20572.30,18798.39,0,23643.63
28,16,0,0,1,0,20572.30,18798.39,0,22165.90
26,17,0,0,1,0,20572.30,18977.42,0,35465.44
52,12,0,0,1,0,20572.30,18977.42,0,20688.17
25,12,0,0,1,0,20572.30,20588.71,0,22461.44
24,12,0,0,1,0,20572.30,20767.74,0,22165.90
41,12,0,0,1,0,20572.30,21483.87,0,25310.50
40,12,0,0,1,0,20572.30,24772.69,0,32586.83
40,12,0,0,1,0,20572.30,24772.69,0,32586.83
32,13,0,0,1,0,20572.30,25064.52,0,7388.63
24,12,1,0,1,0,20572.30,25959.68,0,31032.26
46,12,1,0,1,0,20572.30,32225.81,0,7882.19
31,13,0,0,1,0,20572.30,33658.07,0,31032.26
25,15,0,0,0,0,20738.84,21483.87,0,39011.98
29,12,0,0,1,0,20768.23,0,0,44331.80
25,14,0,0,0,0,20768.23,14322.58,0,17437.17
42,16,0,0,1,0,20768.23,19693.55,0,22165.90
24,12,0,0,1,0,20768.23,23274.19,0,27485.71
25,14,1,0,1,0,20768.23,23274.19,0,26303.53
44,12,0,0,1,0,20895.58,12174.19,0,20963.03
27,12,0,0,0,0,20964.15,18440.32,0,23348.08
28,14,0,0,1,0,20964.15,20588.71,0,28446.24
33,16,0,0,1,0,20964.15,21483.87,0,22018.13
25,16,0,0,1,0,20964.15,24706.45,0,26229.65
26,12,1,0,1,0,21116.98,22379.03,0,25121.35
39,12,0,0,1,0,21138.53,20366.71,0,15049.17
31,14,0,0,1,0,21140.49,20141.13,0,19653.76
31,14,0,0,1,0,21140.49,20141.13,0,19653.76
23,13,1,0,1,0,21160.08,17903.23,0,23643.63
42,12,0,0,1,0,21160.08,21483.87,0,12232.62
36,14,0,0,1,0,21160.08,23460.39,0,0
26,12,0,0,1,0,21160.08,24169.36,0,21279.26
46,17,0,0,0,0,21258.04,24094.16,0,24787.39
31,12,0,0,1,0,21356.01,15038.71,0,35465.44
27,12,1,0,1,0,21356.01,20588.71,0,21722.58
25,12,0,1,1,0,21512.75,26586.29,0,25558.76
42,16,0,0,1,0,21551.94,0,0,41376.34
28,12,0,0,1,0,21551.94,8366.18,0,0
28,12,0,0,1,0,21551.94,10562.90,0,21722.58
27,13,0,0,1,0,21551.94,14322.58,0,16254.99
35,12,1,0,1,0,21551.94,14322.58,0,15638.78
35,12,1,0,1,0,21551.94,14322.58,0,15638.78
26,12,0,0,1,0,21551.94,15217.74,0,26599.08
19,12,0,0,1,0,21551.94,15754.84,0,19210.45
29,12,0,0,1,0,21551.94,17008.06,0,20688.17
34,12,1,0,1,0,21551.94,17903.23,0,25121.35
28,16,0,0,1,0,21551.94,18619.36,0,44331.80
31,16,0,0,1,0,21551.94,18798.39,0,23348.08
37,15,1,0,0,0,21551.94,19210.16,0,17732.72
40,12,0,0,1,0,21551.94,19693.55,0,31032.26
37,12,0,0,1,0,21551.94,19693.55,0,44331.80
48,12,0,0,1,0,21551.94,20230.64,0,0
43,12,0,0,1,0,21551.94,20588.71,0,19210.45
26,16,0,0,1,0,21551.94,20588.71,0,28815.67
29,12,0,0,1,0,21551.94,20588.71,0,19949.31
27,12,0,0,1,0,21551.94,21120.44,0,23052.54
22,14,0,0,1,0,21551.94,21483.87,0,23200.31
23,12,0,0,1,0,21551.94,21483.87,0,26599.08
21,12,0,0,1,0,21551.94,21483.87,0,12534.08
36,12,0,0,1,0,21551.94,21483.87,0,23643.63
26,16,0,0,1,0,21551.94,21483.87,0,29492.47
33,12,0,0,1,0,21551.94,21483.87,0,21427.04
37,12,0,0,1,0,21551.94,22379.03,0,24382.49
29,16,0,0,0,0,21551.94,22737.10,0,33248.85
25,14,0,0,1,0,21551.94,22916.13,0,31505.13
27,16,0,0,1,0,21551.94,23274.19,0,27633.49
41,17,0,0,1,0,21551.94,23274.19,0,22904.76
29,16,0,0,1,0,21551.94,23274.19,0,23643.63
34,14,0,0,1,0,21551.94,23274.19,0,22165.90
45,12,0,0,1,0,21551.94,23632.26,0,26633.07
41,12,1,0,1,0,21551.94,24885.48,0,21427.04
35,13,1,0,1,0,21551.94,25959.68,0,26423.23
23,12,0,0,1,0,21551.94,25959.68,0,58665.75
43,17,0,0,0,0,21551.94,25959.68,0,36943.16
21,12,0,0,1,0,21551.94,26138.71,0,38420.89
22,12,0,0,1,0,21551.94,26765.32,0,35465.44
25,17,0,0,1,0,21551.94,31151.61,0,53937.02
23,16,0,0,1,0,21551.94,35806.45,0,44331.80
28,14,0,0,1,0,21649.90,26854.84,0,22165.90
44,13,0,0,1,0,21679.29,21918.92,0,22165.90
23,12,0,0,0,0,21747.86,11413.31,0,2216.59
39,14,0,0,1,0,21747.86,21841.94,0,18619.36
23,12,0,0,1,0,21865.42,21483.87,0,25121.35
24,14,1,0,1,0,21869.34,26353.55,0,18767.13
24,13,0,1,1,0,21922.24,24742.26,0,35317.66
51,12,0,0,1,0,21943.79,19156.45,0,24382.49
34,12,0,0,1,0,21943.79,20409.68,0,21131.49
27,12,0,0,1,0,21943.79,20588.71,0,18323.81
29,17,0,0,1,0,21943.79,21752.42,0,22165.90
26,14,1,0,1,0,21943.79,25959.68,0,36943.16
26,13,0,1,1,0,21953.59,5671.74,0,25860.21
23,14,0,0,0,0,22139.71,18798.39,0,41376.34
46,12,0,0,1,0,22139.71,22622.52,0,23643.63
27,12,0,0,0,0,22139.71,25422.58,0,61768.97
30,17,1,0,1,0,22139.71,27929.03,0,33248.85
25,12,1,0,1,0,22139.71,33300,0,29554.53
27,14,0,0,1,0,22218.09,23306.42,0,26599.08
27,17,0,0,1,0,22237.68,22379.03,0,14777.27
50,12,0,0,1,0,22306.25,27544.11,0,26876.89
50,12,0,0,1,0,22306.25,27544.11,0,26876.89
50,12,0,0,1,0,22306.25,27544.11,0,26876.89
48,12,0,0,1,0,22321.93,23881.11,0,25399.16
24,16,0,0,1,0,22335.64,22880.32,0,29037.33
25,12,0,1,1,0,22335.64,24169.36,0,31032.26
37,12,0,0,1,0,22441.44,16385.03,0,23269.76
37,12,0,0,1,0,22441.44,16385.03,0,23269.76
29,12,1,0,1,0,22531.57,18619.36,0,23643.63
27,15,0,0,1,0,22531.57,20588.71,0,35465.44
41,12,0,1,1,0,22531.57,20946.77,0,22165.90
29,12,0,0,1,0,22531.57,21483.87,0,22165.90
27,16,0,0,1,0,22531.57,21483.87,0,23643.63
44,12,0,0,1,0,22531.57,22379.03,0,23643.63
26,13,0,0,1,0,22531.57,22379.03,0,37238.71
34,12,0,0,1,0,22531.57,22379.03,0,26599.08
20,12,0,0,1,0,22531.57,23274.19,0,24382.49
43,14,0,0,1,0,22531.57,23274.19,0,28520.12
47,12,0,1,1,0,22531.57,25028.71,0,25564.67
31,12,0,0,1,0,22531.57,25064.52,0,29554.53
33,12,0,0,1,0,22531.57,26496.77,0,24973.58
24,12,1,0,0,0,22531.57,26854.84,0,29554.53
27,16,0,0,0,0,22531.57,30435.48,0,42854.07
23,14,0,0,1,0,22531.57,33658.07,0,26599.08
27,17,0,0,1,0,22594.27,18261.29,0,28815.67
50,16,0,0,0,0,22629.53,19693.55,0,17732.72
22,14,0,0,1,0,22682.43,24706.45,0,20688.17
31,12,1,0,1,0,22727.49,1503.87,0,27781.26
34,12,0,0,1,0,22727.49,18619.36,0,20688.17
28,12,0,0,1,0,22727.49,20051.61,0,22904.76
26,12,0,0,1,0,22727.49,21483.87,0,26599.08
46,12,0,0,1,0,22727.49,21841.94,0,22904.76
27,17,0,0,1,0,22727.49,22379.03,0,24086.94
47,13,0,0,1,0,22727.49,22558.06,0,24382.49
29,17,0,0,1,0,22923.42,21483.87,0,27042.40
24,16,0,0,0,0,22923.42,22379.03,0,26451.31
30,16,0,0,1,0,22923.42,23274.19,0,28076.80
23,12,0,0,1,0,22982.20,24033.29,0,14777.27
27,15,0,0,1,0,23119.35,0,0,0
25,12,0,0,1,0,23119.35,24074.47,0,25195.24
26,12,0,0,1,0,23315.28,26767.11,0,27633.49
26,12,0,0,1,0,23511.20,0,0,0
25,12,0,0,1,0,23511.20,11279.03,0,21279.26
32,12,0,0,1,0,23511.20,13785.48,0,31032.26
32,12,0,1,1,0,23511.20,13964.52,0,66497.70
50,16,0,0,0,0,23511.20,14322.58,0,39973.98
25,13,0,0,0,0,23511.20,14322.58,0,20850.72
33,12,1,0,1,0,23511.20,14322.58,0,23643.63
27,12,0,0,1,0,23511.20,15038.71,0,12738.00
28,16,1,0,1,0,23511.20,16112.90,0,22018.13
28,12,0,0,1,0,23511.20,16112.90,0,0
38,12,0,0,1,0,23511.20,16112.90,0,30293.39
31,12,0,0,1,0,23511.20,17903.23,0,22165.90
28,12,0,0,1,0,23511.20,18798.39,0,36943.16
43,12,1,0,1,0,23511.20,19421.42,0,13559.62
37,17,1,0,1,0,23511.20,19693.55,0,76841.78
37,17,1,0,1,0,23511.20,19693.55,0,76841.78
23,12,0,0,1,0,23511.20,19854.68,0,18914.90
55,12,0,0,1,0,23511.20,20588.71,0,22165.90
34,17,0,0,1,0,23511.20,20588.71,0,23421.97
28,17,0,0,1,0,23511.20,20946.77,0,69453.15
31,14,0,0,1,0,23511.20,21483.87,0,27830.03
28,12,0,0,1,0,23511.20,21483.87,0,23643.63
25,12,0,1,1,0,23511.20,21483.87,0,25121.35
54,15,0,0,1,0,23511.20,21483.87,0,59109.06
42,12,1,0,0,0,23511.20,21483.87,0,22165.90
35,12,0,0,1,0,23511.20,21483.87,0,29554.53
27,13,0,0,0,0,23511.20,21483.87,0,22165.90
45,12,0,0,1,0,23511.20,21483.87,0,0
26,12,1,0,1,0,23511.20,21483.87,0,31623.35
28,16,0,0,1,0,23511.20,21483.87,0,11821.81
30,16,0,0,1,0,23511.20,21483.87,0,22165.90
24,12,0,1,1,0,23511.20,21483.87,0,23052.54
26,14,0,0,1,0,23511.20,22020.97,0,22165.90
35,14,0,0,1,0,23511.20,22379.03,0,22165.90
42,17,0,0,1,0,23511.20,22379.03,0,0
42,17,0,0,1,0,23511.20,22379.03,0,0
28,16,0,0,1,0,23511.20,22379.03,0,27337.94
28,12,0,0,1,0,23511.20,22379.03,0,29554.53
27,14,0,0,1,0,23511.20,22558.06,0,23531.32
35,16,0,0,1,0,23511.20,22737.10,0,21834.89
55,12,0,0,1,0,23511.20,22916.13,0,17732.72
36,14,0,0,1,0,23511.20,23274.19,0,33248.85
42,16,0,1,1,0,23511.20,23274.19,0,29554.53
22,12,0,0,1,0,23511.20,23274.19,0,26155.76
33,12,1,0,1,0,23511.20,23274.19,0,36943.16
38,12,0,0,1,0,23511.20,23274.19,0,25121.35
48,16,0,0,1,0,23511.20,23274.19,0,39898.62
48,16,0,0,1,0,23511.20,23274.19,0,39898.62
25,13,0,0,1,0,23511.20,23456.81,0,26007.99
23,14,0,0,1,0,23511.20,24169.36,0,31032.26
31,16,0,0,1,0,23511.20,24706.45,0,28963.44
26,12,0,0,1,0,23511.20,24885.48,0,26599.08
32,12,0,0,1,0,23511.20,25064.52,0,26599.08
29,13,0,0,1,0,23511.20,25064.52,0,0
29,13,0,0,1,0,23511.20,25064.52,0,0
30,16,0,0,1,0,23511.20,25243.55,0,27042.40
47,14,1,0,1,0,23511.20,25565.81,0,23974.64
51,12,1,0,1,0,23511.20,25601.61,0,25121.35
26,14,0,0,1,0,23511.20,25780.64,0,31032.26
32,16,0,0,1,0,23511.20,25959.68,0,35465.44
35,14,0,0,1,0,23511.20,26496.77,0,29554.53
35,14,0,0,1,0,23511.20,26496.77,0,29554.53
54,12,0,0,1,0,23511.20,26854.84,0,2049.61
55,12,0,0,1,0,23511.20,26854.84,0,26599.08
55,12,0,0,1,0,23511.20,26854.84,0,26599.08
38,12,0,0,1,0,23511.20,26854.84,0,29554.53
25,12,0,0,0,0,23511.20,26854.84,0,18176.04
30,12,0,0,1,0,23511.20,28645.16,0,32509.98
25,17,0,0,1,0,23511.20,29003.23,0,28076.80
39,12,0,0,0,0,23511.20,31509.68,0,15516.13
28,14,0,0,1,0,23511.20,32225.81,0,36943.16
47,12,1,0,1,0,23511.20,32225.81,0,17732.72
39,17,0,0,1,0,23511.20,35448.39,0,32509.98
49,12,0,0,1,0,23511.20,35806.45,0,23643.63
21,12,0,0,1,0,23511.20,50129.03,0,0
31,14,0,0,1,0,23707.13,20767.74,0,23939.17
27,12,0,0,1,0,23707.13,21483.87,0,33987.71
37,12,0,0,1,0,23707.13,22200,0,22904.76
51,12,0,0,1,0,23707.13,22379.03,0,19411.42
29,12,0,0,1,0,23707.13,26854.84,0,28076.80
27,14,0,0,1,0,23707.13,29540.32,0,23200.31
24,13,0,0,1,0,23903.05,1790.32,0,449.23
32,12,0,0,1,0,23903.05,24812.08,0,12412.90
31,17,0,0,1,0,23903.05,25601.61,0,27042.40
46,12,0,0,0,0,23918.73,12532.26,0,0
40,15,0,1,1,0,24001.02,23274.19,0,26599.08
27,16,0,0,1,0,24098.98,7161.29,0,36204.30
27,17,0,0,1,0,24098.98,22200,0,25860.21
28,14,0,0,1,0,24098.98,22379.03,0,27337.94
29,17,0,0,1,0,24098.98,24527.42,0,23643.63
36,13,0,0,1,0,24098.98,25064.52,0,25564.67
23,12,0,0,1,0,24098.98,26854.84,0,17437.17
28,12,0,0,1,0,24294.91,18261.29,0,21427.04
28,12,0,0,1,0,24383.07,15217.74,0,19210.45
34,12,0,0,1,0,24486.92,22200,0,22904.76
41,12,0,0,1,0,24490.84,14322.58,0,22165.90
25,13,0,0,1,0,24490.84,18261.29,0,0
45,12,0,0,1,0,24490.84,21483.87,0,10639.63
45,12,1,0,1,0,24490.84,21483.87,0,28076.80
41,12,0,0,1,0,24490.84,21483.87,0,33987.71
35,16,0,0,0,0,24490.84,21841.94,0,24825.81
35,13,1,0,1,0,24490.84,23274.19,0,25121.35
29,16,0,0,1,0,24490.84,23453.23,0,25860.21
28,13,0,0,1,0,24490.84,23868.58,0,23495.85
35,13,0,0,1,0,24490.84,23990.32,0,22165.90
35,16,0,0,1,0,24490.84,24169.36,0,25638.56
30,12,0,0,1,0,24490.84,25064.52,0,29554.53
29,12,0,0,1,0,24490.84,25064.52,0,28076.80
26,14,1,0,1,0,24490.84,25717.98,0,26643.41
28,16,0,0,1,0,24490.84,26460.97,0,45809.52
30,16,0,0,1,0,24490.84,26854.84,0,38420.89
26,17,0,0,0,0,24490.84,26854.84,0,29702.30
22,13,0,0,1,0,24490.84,26854.84,0,39159.75
22,12,0,0,1,0,24490.84,26854.84,0,25121.35
26,16,0,0,0,0,24490.84,27750,0,9605.22
43,12,1,0,1,0,24490.84,29355.92,0,35465.44
43,13,1,0,1,0,24490.84,34016.13,0,39898.62
48,16,0,0,1,0,24663.25,18082.26,0,25121.35
45,12,0,0,1,0,24686.76,15217.74,0,27929.03
27,12,1,0,1,0,24686.76,22558.06,0,22609.22
44,17,0,0,1,0,24686.76,23274.19,0,23348.08
26,16,0,0,1,0,24686.76,25422.58,0,29554.53
54,16,0,0,1,0,24686.76,26854.84,0,26451.31
54,16,0,0,1,0,24686.76,26854.84,0,26451.31
54,16,0,0,1,0,24686.76,26854.84,0,26451.31
29,12,0,0,1,0,24686.76,27750,0,24382.49
22,12,0,0,1,0,24765.13,21594.87,0,34320.20
39,17,0,0,1,0,24823.91,25064.52,0,27061.61
35,16,0,0,1,0,24882.69,24527.42,0,36943.16
44,12,0,0,1,0,24882.69,27929.03,0,25121.35
32,16,0,0,1,0,24980.65,25064.52,0,26599.08
27,17,0,0,1,0,25078.62,19693.55,0,24530.26
27,17,0,0,1,0,25078.62,19693.55,0,24530.26
26,12,0,0,1,0,25078.62,23274.19,0,26599.08
46,12,0,0,1,0,25078.62,24169.36,0,26780.84
25,16,0,0,0,0,25078.62,25601.61,0,30145.62
35,12,0,0,1,0,25078.62,26854.84,0,29554.53
33,16,0,0,1,0,25078.62,26854.84,0,24448.99
26,16,0,0,1,0,25078.62,30793.55,0,36943.16
26,12,1,0,1,0,25088.41,23274.19,0,29554.53
20,12,0,0,1,0,25294.13,18798.39,0,25121.35
49,12,0,0,1,0,25470.47,17953.36,0,20244.85
25,13,0,0,1,0,25470.47,18798.39,0,23643.63
28,12,1,0,0,0,25470.47,19693.55,0,26599.08
28,13,0,0,1,0,25470.47,19693.55,0,26599.08
35,12,1,0,1,0,25470.47,21483.87,0,26599.08
27,12,0,0,0,0,25470.47,21483.87,0,25121.35
44,12,0,0,1,0,25470.47,21483.87,0,25634.12
23,12,0,1,1,0,25470.47,21483.87,0,32509.98
32,12,1,0,1,0,25470.47,22379.03,0,31771.12
24,12,0,0,1,0,25470.47,22737.10,0,25121.35
27,12,0,0,1,0,25470.47,23095.16,0,31032.26
46,12,0,0,1,0,25470.47,23274.19,0,29554.53
31,12,0,0,1,0,25470.47,23274.19,0,22165.90
27,15,1,0,0,0,25470.47,24169.36,0,29554.53
51,16,0,0,0,0,25470.47,24169.36,0,12708.45
43,12,1,0,1,0,25470.47,25064.52,0,25121.35
32,16,1,0,1,0,25470.47,25422.58,0,30145.62
37,12,0,0,0,0,25470.47,25780.64,0,22461.44
37,12,0,0,0,0,25470.47,25780.64,0,22461.44
30,12,0,0,1,0,25470.47,25959.68,0,28076.80
45,12,1,0,1,0,25470.47,26695.50,0,27898
45,12,1,0,1,0,25470.47,26695.50,0,27898
49,17,0,0,1,0,25470.47,26854.84,0,29554.53
49,17,0,0,1,0,25470.47,26854.84,0,29554.53
26,17,0,0,1,0,25470.47,26854.84,0,44331.80
37,13,0,0,1,0,25470.47,30435.48,0,32509.98
44,17,0,0,1,0,25470.47,30435.48,0,21427.04
30,17,0,0,1,0,25470.47,31330.64,0,38420.89
51,12,0,0,1,0,25470.47,32225.81,0,29554.53
28,17,0,0,1,0,25607.62,18091.21,0,22165.90
29,16,0,0,1,0,25666.39,28287.10,0,35465.44
40,12,0,0,1,0,25707.54,20409.68,0,23052.54
34,16,0,0,1,0,25862.32,0,0,0
51,12,0,0,1,0,25862.32,20588.71,0,24825.81
26,16,0,0,1,0,25862.32,22379.03,0,35465.44
46,12,0,0,1,0,25862.32,23274.19,0,35465.44
45,14,0,0,1,0,25862.32,28645.16,0,26599.08
49,12,0,0,1,0,25862.32,28645.16,0,26599.08
26,16,0,0,0,0,25862.32,31790.76,0,15646.17
30,16,0,0,1,0,26058.25,28645.16,0,29258.99
50,12,0,0,1,0,26254.18,0,0,0
25,12,0,0,0,0,26254.18,21483.87,0,26599.08
27,17,0,0,0,0,26254.18,29540.32,0,31032.26
46,16,0,0,1,0,26293.36,65160.58,0,17732.72
46,16,0,0,1,0,26293.36,65160.58,0,17732.72
43,12,1,0,1,0,26450.10,14322.58,0,29554.53
27,12,1,0,1,0,26450.10,18798.39,0,31032.26
22,12,0,0,0,0,26450.10,23274.19,0,19210.45
55,12,0,0,1,0,26450.10,23990.32,0,29554.53
53,12,0,0,1,0,26450.10,25064.52,0,26007.99
44,12,0,0,1,0,26450.10,25959.68,0,26746.85
47,13,0,0,1,0,26450.10,25959.68,0,26625.68
46,14,0,0,1,0,26450.10,26496.77,0,29554.53
25,12,0,0,1,0,26450.10,26836.94,0,35465.44
31,15,1,0,0,0,26450.10,26854.84,0,25860.21
28,16,0,0,1,0,26450.10,26854.84,0,29554.53
40,16,0,0,1,0,26450.10,26854.84,0,32421.32
40,16,0,0,1,0,26450.10,26854.84,0,32421.32
28,12,0,0,1,0,26450.10,26858.42,0,29480.64
29,15,0,0,1,0,26450.10,27250.50,0,28815.67
42,16,0,0,1,0,26450.10,27499.36,0,29554.53
30,15,0,0,1,0,26450.10,27570.97,0,29554.53
39,12,0,0,1,0,26450.10,27750,0,6354.22
30,16,0,0,1,0,26450.10,28197.58,0,29554.53
50,12,0,0,1,0,26450.10,30077.42,0,26599.08
29,17,0,0,0,0,26614.68,28503.73,0,29315.14
29,15,0,0,1,0,26646.03,19693.55,0,32509.98
27,12,0,0,1,0,26646.03,29540.32,0,35465.44
31,12,0,1,1,0,26841.96,6982.26,0,17732.72
31,12,0,1,1,0,26841.96,6982.26,0,17732.72
29,12,0,0,1,0,26841.96,20588.71,0,42854.07
27,16,0,0,1,0,26841.96,22200,0,19210.45
26,17,1,0,0,0,26841.96,25243.55,0,20392.63
42,17,0,0,1,0,26841.96,31330.64,0,36943.16
24,12,1,0,1,0,26841.96,31688.71,0,33839.94
48,12,1,0,1,0,26908.57,22558.06,0,36943.16
25,13,0,0,1,0,26996.74,28197.58,0,22165.90
21,12,1,0,1,0,27037.88,16560.48,0,20688.17
48,12,0,0,1,0,27037.88,25064.52,0,23643.63
50,12,0,0,1,0,27037.88,26854.84,0,27337.94
28,17,0,0,1,0,27037.88,27750,0,51720.43
29,17,0,0,0,0,27037.88,29182.26,0,26599.08
33,17,0,0,1,0,27037.88,31867.74,0,28815.67
52,12,0,0,1,0,27220.09,24706.45,0,32509.98
22,12,0,0,1,0,27233.81,14322.58,0,32509.98
43,12,0,0,1,0,27233.81,25064.52,0,29554.53
34,13,0,0,1,0,27233.81,25064.52,0,31032.26
46,12,0,0,1,0,27233.81,28645.16,0,28076.80
31,17,0,0,1,0,27429.73,0,0,0
28,13,0,0,1,0,27429.73,20588.71,0,23578.61
44,12,1,0,1,0,27429.73,21483.87,0,22609.22
25,12,0,0,1,0,27429.73,21483.87,0,28520.12
29,14,0,0,1,0,27429.73,22099.74,0,29644.67
24,16,0,0,0,0,27429.73,22200,0,25712.44
31,12,0,0,1,0,27429.73,22379.03,0,0
40,12,1,0,1,0,27429.73,23274.19,0,38420.89
30,17,0,0,1,0,27429.73,25064.52,0,20688.17
26,16,1,0,1,0,27429.73,25064.52,0,32509.98
32,12,0,0,1,0,27429.73,25064.52,0,16254.99
26,15,0,0,1,0,27429.73,25064.52,0,28815.67
28,16,0,0,1,0,27429.73,25064.52,0,31032.26
54,13,0,0,1,0,27429.73,25422.58,0,24382.49
30,14,0,0,1,0,27429.73,25780.64,0,31032.26
33,14,0,0,1,0,27429.73,25959.68,0,24382.49
33,12,0,0,1,0,27429.73,25959.68,0,27846.28
26,12,0,0,1,0,27429.73,26496.77,0,32509.98
44,13,0,0,1,0,27429.73,26774.27,0,35465.44
49,12,0,0,1,0,27429.73,26854.84,0,26599.08
55,17,1,0,1,0,27429.73,26854.84,0,17806.61
28,12,0,0,1,0,27429.73,26854.84,0,22165.90
45,12,0,0,1,0,27429.73,26854.84,0,25121.35
30,14,1,0,1,0,27429.73,26892.44,0,20688.17
40,12,0,0,1,0,27429.73,27008.81,0,25440.54
27,17,0,0,1,0,27429.73,27750,0,26599.08
51,16,0,0,1,0,27429.73,28645.16,0,28076.80
51,16,0,0,1,0,27429.73,28645.16,0,28076.80
43,12,0,0,1,0,27429.73,28645.16,0,25121.35
37,12,0,0,1,0,27429.73,28645.16,0,0
37,12,0,0,1,0,27429.73,28645.16,0,0
38,14,0,0,1,0,27429.73,29046.19,0,27929.03
36,16,0,0,0,0,27429.73,30256.45,0,30736.71
27,13,1,0,1,0,27429.73,30435.48,0,24973.58
21,12,0,0,1,0,27429.73,30435.48,0,31978.00
25,14,0,0,0,0,27429.73,32225.81,0,31032.26
33,13,0,0,1,0,27429.73,41177.42,0,38420.89
38,14,0,0,1,0,27429.73,68032.26,0,26599.08
32,16,0,0,1,0,27625.66,29540.32,0,33987.71
27,12,0,0,0,0,27821.59,27212.90,0,32509.98
24,17,0,0,0,0,27821.59,27570.97,0,32509.98
43,12,0,0,1,0,27821.59,28645.16,0,32509.98
26,17,0,0,1,0,27843.14,28645.16,0,49651.61
33,12,0,0,1,0,28017.52,25422.58,0,22756.99
34,14,0,0,1,0,28017.52,26854.84,0,36943.16
28,12,0,0,1,0,28017.52,29540.32,0,32509.98
41,12,0,0,1,0,28017.52,30435.48,0,32509.98
25,12,0,0,1,0,28017.52,31062.10,0,28076.80
28,17,0,0,1,0,28017.52,31151.61,0,31032.26
26,13,1,0,1,0,28105.68,37596.77,0,58653.92
28,17,0,0,1,0,28213.44,25422.58,0,26451.31
53,12,0,0,1,0,28213.44,26854.84,0,0
55,12,0,0,1,0,28213.44,33206.90,0,31771.12
29,14,0,0,1,0,28409.37,21125.81,0,23348.08
39,14,0,0,1,0,28409.37,28645.16,0,31032.26
31,16,0,0,1,0,28409.37,28915.50,0,32509.98
25,16,0,0,1,0,28409.37,29540.32,0,32509.98
25,14,0,0,1,0,28409.37,30435.48,0,10935.18
29,16,0,0,1,0,28409.37,32225.81,0,42854.07
29,16,1,0,1,0,28409.37,32225.81,0,29554.53
27,14,0,0,1,0,28409.37,32225.81,0,39898.62
34,16,0,0,1,0,28409.37,32583.87,0,35465.44
45,12,0,0,1,0,28589.62,28263.82,0,29258.99
28,12,0,0,1,0,28605.29,20588.71,0,34135.48
43,16,0,0,1,0,28801.22,27929.03,0,26953.73
54,12,0,0,1,0,28889.39,35806.45,0,31032.26
29,16,0,0,1,0,28899.19,29540.32,0,0
55,12,0,0,1,0,29100.99,26409.05,0,29369.82
55,12,0,0,1,0,29100.99,26409.05,0,29369.82
29,12,1,0,0,0,29193.07,15396.77,0,31032.26
50,12,1,0,1,0,29193.07,17903.23,0,25121.35
24,12,0,0,1,0,29193.07,21304.84,0,19242.96
26,12,0,0,1,0,29330.22,28287.10,0,38420.89
41,13,0,0,0,0,29389.00,0,0,30293.39
47,17,0,0,1,0,29389.00,20230.64,0,42410.75
28,17,0,0,1,0,29389.00,21483.87,0,19210.45
42,12,0,0,1,0,29389.00,22379.03,0,28490.57
37,12,1,0,1,0,29389.00,22379.03,0,19210.45
37,12,1,0,1,0,29389.00,22379.03,0,19210.45
48,16,0,0,1,0,29389.00,23274.19,0,0
21,12,0,0,1,0,29389.00,24169.36,0,28815.67
46,12,0,0,1,0,29389.00,24214.11,0,33987.71
29,12,0,0,1,0,29389.00,25959.68,0,35465.44
38,12,0,0,1,0,29389.00,26496.77,0,30191.43
28,12,0,0,1,0,29389.00,26854.84,0,35465.44
38,12,0,0,1,0,29389.00,26854.84,0,31032.26
53,12,0,0,1,0,29389.00,26854.84,0,26599.08
46,12,0,0,1,0,29389.00,27033.87,0,27781.26
46,12,0,0,1,0,29389.00,27033.87,0,27781.26
33,16,0,0,1,0,29389.00,27750,0,96052.23
34,12,0,0,1,0,29389.00,27912.92,0,11821.81
35,17,0,0,1,0,29389.00,28645.16,0,28076.80
53,12,0,0,1,0,29389.00,28645.16,0,29554.53
26,12,0,0,1,0,29389.00,28645.16,0,33987.71
26,16,0,0,1,0,29389.00,28645.16,0,35022.12
50,13,0,0,1,0,29389.00,29540.32,0,28076.80
46,12,1,0,1,0,29389.00,30435.48,0,22165.90
43,14,0,0,0,0,29389.00,30435.48,0,29554.53
26,14,0,0,0,0,29389.00,30435.48,0,29554.53
33,17,0,0,1,0,29389.00,30435.48,0,31032.26
